
 wsid         | year | month | day | system.max(temperature) | system.min(temperature) | system.avg(temperature) | system.avg(dewpoint) | system.avg(dewpoint)
 725030:14732 | 2013 |    10 |   8 |                    18.9 |                       0 |                15.72083 |             47.89583 |             47.89583
 725030:14732 | 2013 |    10 |   7 |                    23.9 |                       0 |                 20.4625 |                 59.2 |                 59.2
 725030:14732 | 2013 |    10 |   6 |                    20.6 |                       0 |                18.38333 |              58.1375 |              58.1375
 725030:14732 | 2013 |    10 |   5 |                    24.4 |                       0 |                19.32917 |             57.37083 |             57.37083
 725030:14732 | 2013 |    10 |   4 |                    29.4 |                       0 |                   22.45 |              55.5125 |              55.5125
 725030:14732 | 2013 |    10 |   3 |                    26.1 |                       0 |                21.64583 |             53.87917 |             53.87917
 725030:14732 | 2013 |    10 |   2 |                    28.9 |                       0 |                22.39583 |             54.40833 |             54.40833
 725030:14732 | 2013 |    10 |   1 |                    26.7 |                       0 |                19.76667 |             52.28333 |             52.28333
 725030:14732 | 2013 |     9 |  30 |                    22.8 |                       0 |                17.04167 |               51.675 |               51.675
 725030:14732 | 2013 |     9 |  29 |                    21.1 |                       0 |                17.45417 |             52.60417 |             52.60417
 725030:14732 | 2013 |     9 |  28 |                    22.2 |                       0 |                17.32083 |              50.9625 |              50.9625
 725030:14732 | 2013 |     9 |  27 |                    18.9 |                       0 |                 15.7625 |             51.64167 |             51.64167
 725030:14732 | 2013 |     9 |  26 |                      20 |                       0 |                 17.0125 |               52.375 |               52.375
 725030:14732 | 2013 |     9 |  25 |                    22.2 |                       0 |                17.15417 |              47.1125 |              47.1125
 725030:14732 | 2013 |     9 |  24 |                    22.8 |                       0 |                14.54583 |             46.45833 |             46.45833
 725030:14732 | 2013 |     9 |  23 |                    18.9 |                       0 |                14.14167 |             46.23333 |             46.23333
 725030:14732 | 2013 |     9 |  22 |                    21.7 |                       0 |                18.19167 |             53.52083 |             53.52083
 725030:14732 | 2013 |     9 |  21 |                    23.9 |                       0 |                 18.9375 |             56.47083 |             56.47083
 725030:14732 | 2013 |     9 |  20 |                      25 |                       0 |                19.31667 |              53.2625 |              53.2625
 725030:14732 | 2013 |     9 |  19 |                    24.4 |                       0 |                17.70417 |             49.52917 |             49.52917
 725030:14732 | 2013 |     9 |  18 |                    21.7 |                       0 |                15.92917 |             46.14583 |             46.14583
 725030:14732 | 2013 |     9 |  17 |                    19.4 |                       0 |                13.98333 |             45.43333 |             45.43333
 725030:14732 | 2013 |     9 |  16 |                    21.7 |                       0 |                18.00833 |             52.54583 |             52.54583
 725030:14732 | 2013 |     9 |  15 |                    22.2 |                       0 |                15.80417 |              47.2875 |              47.2875
 725030:14732 | 2013 |     9 |  14 |                      20 |                       0 |                15.78333 |             49.05417 |             49.05417
 725030:14732 | 2013 |     9 |  13 |                    24.4 |                       0 |                20.90833 |             57.07917 |             57.07917
 725030:14732 | 2013 |     9 |  12 |                    31.1 |                       0 |                25.90417 |             61.22083 |             61.22083
 725030:14732 | 2013 |     9 |  11 |                    33.9 |                       0 |                  27.575 |             62.04583 |             62.04583
 725030:14732 | 2013 |     9 |  10 |                    30.6 |                       0 |                22.87917 |             57.94167 |             57.94167
 725030:14732 | 2013 |     9 |   9 |                    22.8 |                       0 |                18.10417 |                48.65 |                48.65
